0	-2.75033
1	-1.8748208
2	-0.9979954
3	-0.12823069
4	0.72452205
5	1.5489326
6	2.3325617
7	3.0621972
8	3.7242434
9	4.3051486
10	4.791856
11	5.172259
12	5.435644
13	5.5731034
14	5.5779023
15	5.4457836
16	5.1752014
17	4.7674675
18	4.2268133
19	3.560353
20	2.7779572
21	1.892035
22	0.917234
23	-0.12993214
24	-1.2315168
25	-2.368618
26	-3.521885
27	-4.672034
28	-5.800359
29	-6.8892164
30	-7.922468
31	-8.885866
32	-9.767372
33	-10.55739
34	-11.24892
35	-11.837613
36	-12.32174
37	-12.70207
38	-12.981665
39	-13.165606
40	-13.260652
41	-13.274861
42	-13.217176
43	-13.096992
44	-12.923733
45	-12.706456
46	-12.453477
47	-12.172055
48	-11.868144
49	-11.546207
50	-11.20912
51	-10.858144
52	-10.492995
53	-10.111982
54	-9.712216
55	-9.2898855
56	-8.840573
57	-8.359617
58	-7.8424816
59	-7.2851324
60	-6.6843967
61	-6.0382905
62	-5.346296
63	-4.6095824
64	-3.831153
65	-3.0159078
66	-2.1706278
67	-1.3038678
68	-0.42576545
69	0.45222667
70	1.317681
71	2.157591
72	2.9588118
73	3.7085252
74	4.394715
75	5.0066276
76	5.5352097
77	5.9734898
78	6.3169026
79	6.5635285
80	6.7142477
81	6.7727923
82	6.745695
83	6.6421356
84	6.4736834
85	6.2539473
86	5.998144
87	5.7225957
88	5.444178
89	5.1797357
90	4.945487
91	4.7564435
92	4.625858
93	4.5647297
94	4.581387
95	4.6811547
96	4.866131
97	5.135079
98	5.4834375
99	5.9034586
100	6.3844595
101	6.9131937
102	7.4743137
103	8.050928
104	8.625215
105	9.179085
106	9.694859
107	10.155941
108	10.5474615
109	10.856862
110	11.074399
111	11.19355
112	11.211305
113	11.128324
114	10.948956
115	10.681123
116	10.336054
117	9.927896
118	9.473194
119	8.990281
120	8.49857
121	8.0178
122	7.5672455
123	7.1649203
124	6.8268194
125	6.5662084
126	6.392998
127	6.3132343
128	6.328712
129	6.436743
130	6.630081
131	6.8970203
132	7.221655
133	7.5843096
134	7.9621196
135	8.329745
136	8.660205
137	8.925792
138	9.09905
139	9.153772
140	9.065996
141	8.814944
142	8.383898
143	7.7609515
144	6.939636
145	5.919376
146	4.705761
147	3.3106287
148	1.7519417
149	0.053459767
150	-1.7557808
151	-3.6421726
152	-5.5684056
153	-7.494471
154	-9.3787775
155	-11.179334
156	-12.854973
157	-14.366566
158	-15.678201
159	-16.758274
160	-17.580471
161	-18.124582
162	-18.377167
163	-18.331984
164	-17.99024
165	-17.360586
166	-16.458897
167	-15.307834
168	-13.936189
169	-12.378046
170	-10.67178
171	-8.85892
172	-6.982924
173	-5.0878873
174	-3.2172446
175	-1.412493
176	0.28801623
177	1.8501817
178	3.245115
179	4.4499335
180	5.448355
181	6.2310834
182	6.79596
183	7.1478934
184	7.2985578
185	7.2658787
186	7.073317
187	6.7489843
188	6.324611
189	5.834409
190	5.3138595
191	4.7984705
192	4.322547
193	3.9180062
194	3.6132865
195	3.4323754
196	3.3939948
197	3.510967
198	3.7897785
199	4.230361
200	4.826086
201	5.563985
202	6.42517
203	7.385456
204	8.416153
205	9.4850025
206	10.557236
207	11.596702
208	12.567049
209	13.432904
210	14.161021
211	14.721363
212	15.088076
213	15.2403345
214	15.16303
215	14.847273
216	14.290711
217	13.497643
218	12.47893
219	11.251714
220	9.838945
221	8.26875
222	6.573641
223	4.7896104
224	2.955138
225	1.1101279
226	-0.70517486
227	-2.4512668
228	-4.0904293
229	-5.5877066
230	-6.911792
231	-8.035791
232	-8.937858
233	-9.60167
234	-10.016756
235	-10.178642
236	-10.088853
237	-9.754738
238	-9.189162
239	-8.410054
240	-7.439843
241	-6.304795
242	-5.034276
243	-3.6599662
244	-2.215041
245	-0.7333505
246	0.751386
247	2.2063487
248	3.600332
249	4.904389
250	6.0923963
251	7.1415267
252	8.032628
253	8.750502
254	9.284086
255	9.626539
256	9.775237
257	9.731688
258	9.501368
259	9.093494
260	8.520749
261	7.79894
262	6.9466467
263	5.984821
264	4.936377
265	3.8257658
266	2.6785426
267	1.52093
268	0.37938383
269	-0.7198395
270	-1.7511088
271	-2.6898372
272	-3.5128932
273	-4.198999
274	-4.7291164
275	-5.086819
276	-5.25864
277	-5.234394
278	-5.0074763
279	-4.5751104
280	-3.9385598
281	-3.10328
282	-2.0790079
283	-0.8797768
284	0.47614598
285	1.9664127
286	3.5648417
287	5.241762
288	6.9644575
289	8.697708
290	10.4044285
291	12.046387
292	13.585002
293	14.982204
294	16.20133
295	17.208044
296	17.971264
297	18.464045
298	18.664429
299	18.556196
300	18.12953
301	17.381533
302	16.316605
303	14.946637
304	13.291028
305	11.376493
306	9.236685
307	6.9115915
308	4.44676
309	1.8923295
310	-0.6980991
311	-3.2687228
312	-5.7629056
313	-8.124617
314	-10.299896
315	-12.238316
316	-13.894377
317	-15.228825
318	-16.209812
319	-16.813892
320	-17.026804
321	-16.844011
322	-16.270985
323	-15.323203
324	-14.025868
325	-12.413341
326	-10.528301
327	-8.420654
328	-6.146211
329	-3.765175
330	-1.3404802
331	1.0639753
332	3.385145
333	5.5626483
334	7.5405273
335	9.268889
336	10.705387
337	11.816487
338	12.578482
339	12.978214
340	13.013492
341	12.693162
342	12.036855
343	11.074391
344	9.844873
345	8.395476
346	6.7799854
347	5.057114
348	3.2886593
349	1.537543
350	-0.13419181
351	-1.6673716
352	-3.007607
353	-4.107068
354	-4.926064
355	-5.4343786
356	-5.612309
357	-5.4513807
358	-4.95471
359	-4.136999
360	-3.024162
361	-1.6525888
362	-0.06807191
363	1.6755766
364	3.5181744
365	5.395035
366	7.23899
367	8.982511
368	10.559853
369	11.909168
370	12.974509
371	13.707657
372	14.06973
373	14.032508
374	13.579433
375	12.706251
376	11.42128
377	9.74529
378	7.710991
379	5.3621573
380	2.7524028
381	-0.05634729
382	-2.995649
383	-5.992533
384	-8.971644
385	-11.857452
386	-14.576476
387	-17.059444
388	-19.243326
389	-21.073172
390	-22.503712
391	-23.500648
392	-24.041626
393	-24.116825
394	-23.729189
395	-22.894255
396	-21.639614
397	-20.00401
398	-18.036112
399	-15.793006
400	-13.338433
401	-10.740859
402	-8.071421
403	-5.401814
404	-2.8021982
405	-0.3391684
406	1.9261285
407	3.939687
408	5.6560907
409	7.039675
410	8.065374
411	8.719223
412	8.998519
413	8.911623
414	8.47744
415	7.7245655
416	6.69017
417	5.4186273
418	3.9599605
419	2.3681383
420	0.69929725
421	-0.99006665
422	-2.6448703
423	-4.2131257
424	-5.6474824
425	-6.906578
426	-7.9561644
427	-8.769973
428	-9.330296
429	-9.628279
430	-9.663916
431	-9.445746
432	-8.9902935
433	-8.321243
434	-7.468415
435	-6.466553
436	-5.353991
437	-4.1712275
438	-2.9594712
439	-1.7592014
440	-0.6087895
441	0.4567705
442	1.4069834
443	2.216792
444	2.8673086
445	3.3463137
446	3.6485174
447	3.775575
448	3.7358637
449	3.5440338
450	3.2203536
451	2.7898757
452	2.2814555
453	1.7266611
454	1.158609
455	0.6107719
456	0.11579467
457	-0.29563925
458	-0.59585553
459	-0.76111716
460	-0.77240473
461	-0.61602694
462	-0.2840442
463	0.22550379
464	0.90856993
465	1.7552669
466	2.7502193
467	3.873086
468	5.099229
469	6.4005055
470	7.746156
471	9.103751
472	10.44017
473	11.722585
474	12.919399
475	14.001139
476	14.941246
477	15.716772
478	16.308939
479	16.703556
480	16.89131
481	16.86787
482	16.633888
483	16.194817
484	15.560632
485	14.745421
486	13.766881
487	12.645745
488	11.40515
489	10.069975
490	8.66617
491	7.220099
492	5.7579083
493	4.3049526
494	2.8852758
495	1.5211718
496	0.23282287
497	-0.96197164
498	-2.047981
499	-3.0126429
500	-3.8460839
501	-4.5410666
502	-5.0928745
503	-5.4991465
504	-5.759671
505	-5.8761563
506	-5.851982
507	-5.6919565
508	-5.4020762
509	-4.989306
510	-4.461383
511	-3.826654
512	-3.093941
513	-2.2724454
514	-1.3716812
515	-0.4014403
516	0.6282192
517	1.7069656
518	2.8241751
519	3.9689095
520	5.129897
521	6.295525
522	7.4538507
523	8.592632
524	9.699392
525	10.761505
526	11.766316
527	12.701299
528	13.55422
529	14.313354
530	14.96768
531	15.507126
532	15.922783
533	16.207129
534	16.354235
535	16.359945
536	16.222027
537	15.940278
538	15.516598
539	14.955008
540	14.261614
541	13.4445305
542	12.513746
543	11.480944
544	10.359282
545	9.163138
546	7.9078283
547	6.6093
548	5.2838225
549	3.947671
550	2.6168244
551	1.3066761
552	0.03177398
553	-1.1944101
554	-2.3596704
555	-3.4532158
556	-4.4657745
557	-5.389654
558	-6.218755
559	-6.9485455
560	-7.576
561	-8.099504
562	-8.518734
563	-8.834521
564	-9.048705
565	-9.16398
566	-9.18375
567	-9.111994
568	-8.953138
569	-8.711965
570	-8.393526
571	-8.003097
572	-7.54614
573	-7.0283036
574	-6.4554324
575	-5.833599
576	-5.169141
577	-4.4687085
578	-3.739307
579	-2.9883325
580	-2.223597
581	-1.4533315
582	-0.6861671
583	0.068908826
584	0.8026274
585	1.5055398
586	2.1681473
587	2.781057
588	3.3351562
589	3.8218052
590	4.233036
591	4.5617533
592	4.8019257
593	4.948768
594	4.9988914
595	4.9504294
596	4.8031216
597	4.558358
598	4.219175
599	3.7902
600	3.2775545
601	2.6887038
602	2.0322673
603	1.3177924
604	0.5554988
605	-0.24399646
606	-1.0699627
607	-1.9118389
608	-2.7595031
609	-3.6035192
610	-4.435348
611	-5.247516
612	-6.0337353
613	-6.7889614
614	-7.5094
615	-8.192445
616	-8.836565
617	-9.441129
618	-10.00619
619	-10.532236
620	-11.019898
621	-11.469664
622	-11.881581
