   0	-0.000134	0.000000
   1	-5746.164063	-333.910645
   2	-5602.416016	1320.285156
   3	5692.713867	-850.012390
   4	4435.052734	3668.859863
   5	5706.643555	-751.139893
   6	121.794106	-5754.683594
   7	-3200.102295	-4784.353516
   8	5619.640625	-1245.084717
   9	5738.100098	452.967072
  10	2327.475098	5264.420410
  11	5022.964355	-2810.907715
  12	-1376.663452	-5588.962402
  13	4438.416992	3664.991211
  14	-1240.688477	-5620.792480
  15	2322.388184	5266.805664
  16	908.130249	5684.067871
  17	-4627.083008	-3423.920654
  18	3918.524414	4216.565430
  19	-2320.321289	-5267.858398
  20	2272.692871	5288.639648
  21	-4355.304688	-3763.861328
  22	5756.382813	-0.358984
  23	-5218.801758	2429.145508
  24	5531.525391	1593.461914
  25	5620.725586	1242.987427
  26	-3472.729736	-4591.102539
  27	2408.729980	5228.403320
  28	5747.395020	-327.420959
  29	-5722.110352	630.064697
  30	4290.112793	3838.723633
  31	-4766.333008	3228.445068
  32	4983.209961	-2882.695801
  33	-725.160278	5711.111328
  34	3689.404297	4419.450195
  35	-24.367847	5757.056641
  36	-4295.416016	3833.390381
  37	-4002.055176	4138.807129
  38	4622.640625	3431.837402
  39	-5743.246582	-404.013306
  40	-4797.777832	-3182.756836
  41	-4506.636230	3583.197754
  42	5748.287109	329.496338
  43	-4810.238281	-3164.467285
  44	-3320.581543	4703.835938
  45	-5642.265625	-1148.452148
  46	-5529.792969	1605.082397
  47	-5712.686035	722.269958
  48	5700.674805	811.932861
  49	-5463.489258	-1818.917480
  50	-4916.538086	-2997.784180
  51	-1624.370239	-5524.588867
  52	-5657.561035	-1073.932129
  53	-268.189178	-5752.420898
  54	5137.109375	2602.688232
  55	-2138.926270	5346.971191
  56	-1343.667847	5600.078613
  57	4551.424805	-3528.838379
  58	5125.309570	2626.756348
  59	2553.578613	-5162.312012
  60	2277.850098	5289.917480
  61	-410.551880	5744.988281
  62	1671.687256	5511.834961
  63	1264.223877	5619.391602
  64	-5446.349121	-1874.839844
  65	-5684.437500	-930.718506
  66	-5757.329102	182.469650
  67	4030.806641	-4115.172363
  68	4037.549316	4108.727051
  69	779.358643	-5707.615234
  70	-4165.324219	3979.519775
  71	-5224.749023	-2427.046875
  72	5727.692383	618.833740
  73	-5458.685547	1842.302979
  74	-3666.519775	-4444.038086
  75	-5099.108398	2682.113770
  76	-2516.768799	-5182.916016
  77	-3061.412109	4881.162109
  78	-4478.284180	3625.426758
  79	4021.392578	-4126.681641
  80	3997.028320	-4150.517578
  81	-5662.181152	-1070.071899
  82	5592.918457	1388.049683
  83	-3581.042969	-4514.932129
  84	-3690.199707	-4426.416992
  85	-4067.489746	4082.646729
  86	56.358116	5762.902832
  87	-1382.355713	-5595.099609
  88	-582.101318	5734.057617
  89	-5634.993164	1211.198242
  90	5005.648438	-2857.440918
  91	-951.303345	5684.949707
  92	-50.906677	5763.983398
  93	-4616.812500	-3451.612305
  94	3681.749756	4435.652344
  95	-848.845459	-5701.931641
  96	-940.317505	5687.724609
  97	126.130875	-5763.713867
  98	2620.899414	5135.183594
  99	-4494.680176	-3610.886230
 100	2760.606201	5061.792969
 101	5641.658691	1190.123779
 102	-4985.626953	2896.684326
 103	-4831.356445	-3147.550537
 104	4279.481934	-3864.965332
 105	-2971.761230	-4941.910156
 106	-3651.750000	4463.257813
 107	-5425.841797	1953.992676
 108	-5465.542969	1840.838135
 109	5449.160645	-1889.441284
 110	-5227.468750	-2437.012695
 111	5765.431152	-163.981750
 112	5542.531250	-1596.871460
 113	716.021118	5723.583496
 114	-3336.042480	-4705.875977
 115	4603.758789	3475.907715
 116	-5737.174805	-603.838928
 117	4132.047363	-4025.887939
 118	1129.482056	5657.659668
 119	-4039.842285	-4119.031250
 120	488.377014	5749.005859
 121	550.155640	5743.615234
 122	3626.789063	-4487.856934
 123	-4534.176758	3568.955566
 124	2471.137207	5214.646973
 125	-4595.845703	-3489.948730
 126	4587.687500	3501.102051
 127	2794.862549	5049.245117
 128	-3089.579102	4874.880859
 129	1635.207397	5535.227539
 130	-4720.079102	3321.943359
 131	-4102.561035	-4060.395752
 132	-4452.847656	-3673.221924
 133	3407.457764	4659.662109
 134	4990.341309	2902.112305
 135	-1898.104980	5452.147461
 136	-50.162598	-5773.016602
 137	-4883.035645	3080.472412
 138	-2764.898926	5068.754883
 139	-4745.258301	-3289.609131
 140	-3455.269531	4626.290039
 141	1328.858276	-5619.488770
 142	3637.369141	4485.175781
 143	-1567.169678	-5558.286133
 144	2501.686523	-5205.174805
 145	4127.534180	-4039.683594
 146	-2203.402344	5338.892578
 147	-4269.194336	-3890.317627
 148	-2844.497070	5027.241211
 149	5554.260742	1586.617310
 150	-4525.194336	3590.599365
 151	5270.889648	2364.355469
 152	1913.858032	-5450.953125
 153	-4465.049805	3666.312012
 154	-2952.823975	-4966.109863
 155	-5760.541992	-448.334229
 156	3949.432861	-4217.815918
 157	-1000.809937	-5691.087402
 158	4570.773438	3535.732910
 159	4642.977539	3440.763672
 160	3279.983887	-4758.211914
 161	-5727.314453	-774.734619
 162	-3678.360352	4458.200195
 163	-3606.332764	-4516.950195
 164	-1748.103516	-5509.562012
 165	4971.777344	-2948.909180
 166	-1330.695313	-5625.530273
 167	-5164.861328	-2597.009277
 168	5706.536133	926.675293
 169	-3571.749023	-4546.248047
 170	5440.372070	1957.409302
 171	5279.615723	-2357.530762
 172	5781.751953	82.886726
 173	5643.347656	1261.378540
 174	3484.941895	-4614.870117
 175	-2678.770508	5125.384766
 176	-4104.080566	4074.953613
 177	5667.149414	-1155.263550
 178	4189.494629	3987.723877
 179	4695.413086	-3377.859375
 180	-5099.100098	2731.168701
 181	3326.667969	-4732.530273
 182	-4463.468750	3680.129150
 183	-2158.795654	5367.490234
 184	5049.556641	-2823.900879
 185	-5197.713867	-2541.670410
 186	-2521.106445	-5207.992676
 187	-2069.842285	-5403.519531
 188	4295.649414	3877.250244
 189	-5782.982422	-214.285553
 190	-5603.306641	1447.159912
 191	-4018.720703	-4164.757813
 192	-1514.450806	-5586.071289
 193	-5458.260742	1925.889282
 194	-3777.403076	-4385.804688
 195	4138.713867	4047.124756
 196	1662.108032	-5545.067871
 197	-4773.630859	-3275.147461
 198	-5780.083496	-328.052490
 199	-5203.017578	-2539.437012
 200	3952.524902	-4230.978516
 201	-5663.864746	-1203.009277
 202	-221.704987	-5786.290039
 203	-727.865540	-5744.862305
 204	656.715820	-5753.685547
 205	2365.177490	5286.342773
 206	-3331.834473	4737.265625
 207	-2388.326172	-5276.525391
 208	-3221.336914	-4813.729492
 209	1282.957397	-5648.583008
 210	-3827.049316	-4348.450684
 211	2378.438477	-5282.163086
 212	5786.712891	-275.290100
 213	3926.988037	-4259.539063
 214	1736.210083	5527.582031
 215	1622.584961	-5562.252930
 216	-5794.348633	-28.900238
 217	1173.405273	5674.624023
 218	4516.723633	-3630.505859
 219	-5752.409180	-702.809509
 220	3667.505127	4487.458984
 221	3309.593262	-4757.853516
 222	868.923950	-5730.464355
 223	4525.593750	3621.478516
 224	5089.834961	2773.903320
 225	5692.514648	-1094.719604
 226	4564.899414	3573.264160
 227	3748.719482	-4422.316895
 228	-3092.069092	-4904.194336
 229	5700.777344	-1056.844727
 230	-2126.879883	5394.026367
 231	312.159180	5790.057129
 232	-4156.118652	4043.827881
 233	-4117.962891	4083.079102
 234	5429.010742	-2039.062378
 235	2847.508301	-5052.409180
 236	3185.260742	-4846.816895
 237	2561.182617	-5203.985840
 238	-2890.489746	-5028.823242
 239	-2360.627930	5298.564941
 240	388.665161	-5787.840332
 241	5664.779785	1250.637085
 242	1045.106079	5706.554688
 243	-5519.193359	1788.249756
 244	4653.473633	-3465.187500
 245	1398.259033	-5631.225586
 246	-4526.695313	3630.112305
 247	5722.190430	963.206543
 248	5456.723633	1974.564697
 249	4461.608398	-3710.922852
 250	5785.009766	-463.491455
 251	3495.781738	-4632.798828
 252	5642.315918	1360.556641
 253	3711.830078	4462.315430
 254	1906.396973	-5482.533203
 255	-1087.568970	-5701.985352
 256	-4034.363525	-4174.037598
 257	-2166.099609	5386.106445
 258	-4685.845703	-3427.371338
